id;name;url
1;kompas.com;http://www.kompas.com
2;detik.com;http://www.detik.com
3;liputan6.com;http://www.liputan6.com
4;tribunnews.com;http://tribunnews.com/
5;merdeka.com;http://www.merdeka.com
